
Star Data Extractor Tool
     Image: [1] m23_3.5_071.fit
     Stars Found: 2508 (good stars)
     Radius of star diaphragm: 5
     Sky annulus inner radius: 7
     Sky annulus outer radius: 11
     Threshold factor: High = 1.04
       X	       Y	   Sigma	    FWHM	 Sky ADU	   Star ADU
  156.24	  867.28	    2.14	    5.02	   704.3	     9295.0
  874.17	  147.22	    1.47	    3.47	   702.6	     9294.8
  365.74	  453.02	    1.46	    3.42	   754.4	     9277.5
  328.14	  302.37	     n/a	     n/a	   739.6	     9273.3
  568.38	  924.04	    1.76	    4.13	   705.8	     9215.8
   33.18	  526.13	    2.01	    4.73	   705.9	     9204.6
  312.17	  936.18	     n/a	     n/a	   703.6	     9173.9
   93.39	   78.24	     n/a	     n/a	   711.1	     9157.9
  740.55	  911.25	    1.58	    3.71	   701.2	     9137.8
  769.47	  562.82	    1.34	    3.14	   718.7	     9099.5
  328.60	  519.94	    1.63	    3.83	   742.1	     9071.0
  593.03	  472.03	    1.31	    3.07	   739.7	     9005.3
  873.35	  260.23	    1.53	    3.59	   705.2	     8969.4
  356.04	  332.35	    1.62	    3.80	   738.7	     8951.9
  929.61	  796.04	    1.87	    4.40	   711.2	     8923.1
   93.33	   79.70	    1.71	    4.03	   712.6	     8878.6
  739.53	  412.88	    1.28	    3.01	   721.1	     8875.5
  312.83	  937.04	    2.04	    4.79	   704.6	     8862.6
  385.94	  649.65	    1.77	    4.16	   734.8	     8818.4
  316.05	  328.07	    1.45	    3.41	   738.5	     8807.4
  929.59	  796.52	    1.91	    4.49	   711.3	     8806.9
  789.10	  299.69	    1.27	    2.98	   714.9	     8792.8
  677.53	  379.18	    1.75	    4.11	   729.2	     8771.8
  455.88	  104.18	    1.64	    3.86	   711.4	     8653.5
  335.65	  521.52	    1.57	    3.70	   739.6	     8632.9
  794.09	  600.33	    1.38	    3.25	   727.6	     8623.4
  227.75	  377.58	    1.59	    3.73	   735.5	     8593.9
  957.29	  133.05	    1.44	    3.39	   705.2	     8542.1
  473.09	  832.43	    1.73	    4.07	   716.6	     8507.7
  301.53	  336.47	    1.76	    4.13	   736.0	     8506.5
  313.43	  937.38	    2.16	    5.07	   705.2	     8504.0
   38.07	  559.52	    1.97	    4.64	   706.5	     8498.6
  313.47	  937.49	    2.17	    5.10	   705.6	     8486.9
  482.61	  693.62	    1.61	    3.78	   724.4	     8424.0
  877.40	   73.55	    1.45	    3.41	   699.1	     8419.2
  666.28	  518.88	    1.33	    3.13	   726.8	     8407.9
  105.55	  732.96	    2.06	    4.84	   716.7	     8405.1
  677.54	  379.40	    1.83	    4.30	   729.5	     8401.2
  105.34	  733.24	    1.99	    4.67	   717.2	     8395.3
  797.50	   90.61	    1.52	    3.57	   704.4	     8375.8
  697.05	  219.73	    1.47	    3.46	   716.9	     8364.5
   93.96	   79.64	    1.83	    4.30	   713.6	     8339.1
  228.62	  376.98	     n/a	     n/a	   735.7	     8290.6
  207.95	  858.33	    1.78	    4.18	   715.6	     8259.9
  477.04	  730.68	     n/a	     n/a	   728.4	     8198.7
  839.07	  103.62	    1.33	    3.12	   703.3	     8176.6
   53.41	   14.48	     n/a	     n/a	   698.8	     8173.3
  819.18	  939.56	    1.64	    3.85	   699.7	     8093.5
  321.22	  453.56	     n/a	     n/a	   755.7	     8061.3
   47.19	   36.48	    1.84	    4.32	   699.1	     8029.0
  476.91	  731.00	     n/a	     n/a	   727.7	     8015.1
  477.05	  730.27	    2.85	    6.69	   728.4	     7998.3
  459.96	  170.57	    1.52	    3.57	   716.2	     7992.3
  819.41	  939.46	    1.62	    3.81	   699.8	     7979.0
  198.12	  521.68	    2.08	    4.89	   718.9	     7966.4
  321.36	  453.89	     n/a	     n/a	   756.2	     7950.9
  690.19	   56.92	    1.41	    3.32	   710.9	     7932.9
  929.97	  790.47	    2.43	    5.70	   710.4	     7906.5
   55.25	   15.46	    1.81	    4.26	   698.0	     7903.8
  929.97	  790.48	    2.43	    5.70	   710.4	     7901.4
  833.37	  799.82	    1.66	    3.89	   702.7	     7888.5
   85.49	  201.89	    2.51	    5.90	   715.9	     7854.6
  573.94	  189.55	    1.41	    3.32	   713.6	     7846.9
   39.21	  483.83	     n/a	     n/a	   716.5	     7826.3
  477.05	  730.10	     n/a	     n/a	   728.6	     7821.1
   47.59	   36.52	    1.94	    4.55	   699.3	     7806.4
  120.69	  696.59	     n/a	     n/a	   709.0	     7791.2
  477.04	  730.09	    2.58	    6.06	   728.6	     7786.6
  547.73	   23.06	    1.57	    3.68	   707.6	     7771.1
  476.97	  730.38	    2.82	    6.64	   728.0	     7769.6
   85.41	  201.87	     n/a	     n/a	   715.9	     7754.7
   55.55	   15.61	    1.89	    4.43	   697.9	     7746.7
   85.24	  201.86	     n/a	     n/a	   715.9	     7733.1
  439.31	  224.01	     n/a	     n/a	   721.4	     7729.5
  855.97	  276.65	    1.12	    2.63	   707.9	     7719.1
  715.14	   66.48	     n/a	     n/a	   706.4	     7716.3
  571.98	  897.49	    1.67	    3.92	   709.4	     7697.7
  494.56	  718.47	    1.66	    3.90	   720.4	     7659.3
  831.99	  182.93	    1.37	    3.21	   704.4	     7644.9
  120.89	  696.78	     n/a	     n/a	   709.1	     7615.7
  754.36	  378.91	    1.32	    3.10	   729.4	     7603.0
  621.21	  950.14	    1.89	    4.44	   701.8	     7572.8
  362.95	  562.06	    2.40	    5.65	   735.0	     7568.5
  605.00	  737.63	    1.53	    3.58	   730.4	     7554.2
  755.03	  122.06	    1.42	    3.34	   711.7	     7552.0
  763.42	  370.43	     n/a	     n/a	   720.8	     7544.8
  363.06	  561.95	    2.59	    6.08	   735.0	     7502.2
  694.56	  961.30	    1.61	    3.79	   706.0	     7502.0
  715.38	   67.55	    1.63	    3.82	   707.1	     7494.8
  365.58	   43.67	    1.74	    4.10	   724.3	     7450.9
  232.63	  722.40	    1.78	    4.18	   716.7	     7438.3
  476.89	  430.32	    1.46	    3.44	   743.8	     7437.8
  887.60	  235.55	    1.52	    3.58	   702.2	     7427.1
  951.12	  231.26	    1.43	    3.36	   699.8	     7426.0
  392.56	  629.44	    1.72	    4.04	   732.0	     7415.9
  328.08	  599.65	    1.90	    4.46	   729.9	     7388.6
  310.78	  309.23	    1.61	    3.78	   740.8	     7358.5
  349.43	  922.60	    1.85	    4.34	   710.8	     7345.0
  498.23	  872.91	    1.66	    3.91	   717.1	     7333.0
  302.94	  470.52	     n/a	     n/a	   752.8	     7331.5
   64.55	  151.11	    1.75	    4.11	   706.2	     7318.0
  303.08	  470.75	     n/a	     n/a	   752.8	     7303.7
  362.82	  561.92	    2.44	    5.74	   734.9	     7301.5
  966.53	  854.38	     n/a	     n/a	   700.7	     7264.6
  314.97	  938.87	     n/a	     n/a	   706.8	     7262.3
  498.71	  872.87	    1.82	    4.28	   716.9	     7248.1
  815.01	  940.74	     n/a	     n/a	   701.0	     7245.3
  757.07	  491.10	    1.19	    2.80	   722.4	     7235.5
  847.99	  252.63	    1.25	    2.94	   708.7	     7227.9
  304.16	  472.87	     n/a	     n/a	   752.9	     7221.7
  936.11	  199.26	    1.33	    3.14	   698.0	     7200.1
  926.12	  899.77	    1.71	    4.03	   693.5	     7180.8
  792.03	  267.37	    1.49	    3.51	   712.2	     7166.6
  725.00	  491.68	    1.91	    4.48	   731.2	     7148.9
  478.09	  538.31	    1.47	    3.45	   745.6	     7143.3
  171.32	  702.96	    1.90	    4.47	   710.1	     7131.0
  121.04	  697.00	     n/a	     n/a	   709.5	     7114.0
  205.37	  981.96	    2.01	    4.71	   700.2	     7102.9
  791.33	  746.98	    1.53	    3.60	   709.2	     7100.9
  967.02	  854.21	    1.59	    3.73	   701.2	     7096.5
  372.32	  201.06	    1.63	    3.82	   720.1	     7093.1
   42.64	  458.02	    1.76	    4.14	   713.4	     7091.1
  241.49	  345.60	    1.73	    4.06	   738.2	     7048.3
  930.43	  349.01	     n/a	     n/a	   709.1	     7039.9
  645.01	  927.67	    1.65	    3.87	   708.8	     7032.3
  417.29	  555.77	     n/a	     n/a	   732.3	     7012.8
  847.99	  253.06	    1.28	    3.02	   709.0	     6998.0
  187.42	  670.51	    1.80	    4.23	   717.9	     6982.2
  564.32	  554.89	    1.42	    3.35	   739.2	     6971.2
  417.09	  555.54	    1.59	    3.75	   732.8	     6959.0
  347.55	  547.13	     n/a	     n/a	   734.0	     6954.9
  205.22	  466.64	     n/a	     n/a	   733.2	     6951.4
  910.11	  686.76	    1.42	    3.33	   702.8	     6925.4
  547.04	  619.99	    1.55	    3.65	   733.5	     6923.3
  365.84	  565.39	     n/a	     n/a	   737.0	     6898.6
  583.72	  886.95	    1.56	    3.66	   706.4	     6883.1
  551.25	   61.89	    1.57	    3.68	   707.3	     6874.5
  806.48	  910.92	    1.65	    3.88	   701.9	     6869.0
  645.95	  225.33	    1.39	    3.27	   719.4	     6867.2
  175.81	  843.96	    1.81	    4.26	   703.3	     6866.8
  111.27	  924.85	    2.26	    5.30	   703.8	     6853.3
  347.85	  546.90	     n/a	     n/a	   734.3	     6849.8
  735.37	  544.24	     n/a	     n/a	   722.6	     6841.3
  545.86	  788.77	     n/a	     n/a	   716.2	     6819.1
  106.15	  130.93	    2.07	    4.86	   716.1	     6815.2
  430.48	  674.95	    1.57	    3.70	   724.6	     6814.3
  835.57	  170.46	    1.51	    3.55	   704.8	     6801.8
  519.82	  394.13	     n/a	     n/a	   737.6	     6796.2
  687.00	  393.93	    1.32	    3.10	   726.6	     6789.2
  358.08	   40.08	    1.60	    3.76	   738.3	     6782.2
  417.09	  555.27	    1.51	    3.56	   733.2	     6768.7
  111.53	  924.93	    2.33	    5.47	   704.7	     6763.5
  205.29	  466.41	     n/a	     n/a	   733.4	     6749.2
  708.70	  437.10	    1.30	    3.05	   733.8	     6739.2
  871.00	  181.05	    1.33	    3.13	   708.3	     6738.9
  273.03	  811.94	    1.97	    4.64	   714.2	     6726.1
 1010.13	  639.78	     n/a	     n/a	   694.3	     6718.6
  682.17	  375.28	    2.55	    5.99	   728.2	     6716.9
  275.12	  933.18	    1.92	    4.51	   702.1	     6675.9
  505.55	  333.12	    1.42	    3.35	   726.5	     6664.3
  694.76	  726.96	    1.50	    3.52	   720.5	     6661.1
 1010.35	  640.96	    1.51	    3.55	   694.1	     6633.6
  869.51	  700.69	    2.08	    4.88	   708.1	     6631.9
  734.51	  545.08	     n/a	     n/a	   722.0	     6623.0
  261.13	  277.50	    1.54	    3.62	   737.8	     6615.1
  719.20	  183.26	    1.37	    3.21	   712.2	     6612.0
  417.08	  555.07	    1.46	    3.44	   733.9	     6581.4
  367.07	  969.16	    1.94	    4.55	   705.5	     6577.7
  597.99	  901.48	    1.62	    3.81	   706.7	     6548.8
  761.69	  368.65	    1.89	    4.43	   719.5	     6519.3
  222.09	  221.40	    2.09	    4.90	   724.6	     6515.7
  816.89	  604.47	    1.34	    3.16	   717.7	     6512.3
  414.56	  183.63	    1.74	    4.10	   721.4	     6504.4
  366.97	  969.07	    1.97	    4.62	   705.8	     6495.3
  545.93	  789.69	    1.63	    3.84	   716.7	     6483.7
  301.44	   40.13	    1.83	    4.30	   713.1	     6483.6
  367.03	  968.95	    2.01	    4.72	   705.8	     6481.8
  719.95	  600.45	    1.60	    3.76	   718.2	     6477.9
  545.86	  789.81	    1.59	    3.75	   717.0	     6448.3
  433.28	  514.03	    1.54	    3.62	   742.8	     6447.8
  440.04	  221.02	    1.42	    3.34	   723.0	     6444.7
  814.52	  940.78	     n/a	     n/a	   701.9	     6416.8
  667.31	   43.05	    1.45	    3.40	   703.9	     6415.5
  760.74	  525.93	    1.45	    3.40	   719.8	     6392.7
  981.54	  843.64	    1.70	    4.00	   698.1	     6387.3
  649.90	  750.19	    1.65	    3.87	   719.8	     6380.6
  302.56	  470.01	     n/a	     n/a	   753.1	     6370.5
  965.95	  131.02	    1.33	    3.13	   699.8	     6364.7
  145.56	  165.10	    1.81	    4.24	   724.5	     6362.8
  205.72	  465.93	     n/a	     n/a	   734.2	     6357.7
  203.55	  468.28	     n/a	     n/a	   733.9	     6351.0
  481.32	  821.92	    1.86	    4.38	   716.7	     6334.0
  370.01	  281.30	    1.48	    3.47	   724.8	     6332.9
  898.30	  586.07	    1.30	    3.05	   709.5	     6325.2
  265.37	   70.06	    1.85	    4.36	   709.9	     6305.3
  649.71	  749.98	    1.61	    3.79	   719.9	     6292.8
  591.43	  598.98	    1.64	    3.86	   726.2	     6288.0
  236.59	  286.64	    1.85	    4.35	   725.2	     6286.0
  904.35	  135.73	     n/a	     n/a	   700.9	     6274.1
  649.59	  749.98	    1.60	    3.75	   720.1	     6273.2
  565.87	  105.51	    1.54	    3.61	   721.7	     6271.3
  935.96	   43.08	    1.45	    3.40	   694.7	     6265.7
  590.56	  981.35	    1.67	    3.93	   704.0	     6252.5
  118.37	  814.83	    1.73	    4.05	   716.3	     6237.0
  199.61	  163.60	    2.36	    5.54	   726.8	     6236.4
  233.06	  476.94	    1.79	    4.20	   734.5	     6214.1
  521.99	  394.05	    1.34	    3.15	   739.8	     6206.3
  921.98	  133.97	    1.35	    3.18	   697.4	     6191.5
  203.40	  468.26	     n/a	     n/a	   734.0	     6186.0
  270.11	  767.64	    2.02	    4.76	   713.4	     6178.2
  706.53	   93.59	    1.61	    3.79	   706.3	     6154.4
  622.54	  847.47	    1.67	    3.92	   715.9	     6154.2
  199.30	  163.82	    2.34	    5.49	   727.0	     6146.0
  450.08	  420.01	    1.42	    3.34	   749.7	     6140.7
  818.27	  739.05	    1.42	    3.34	   707.9	     6105.7
  481.29	  822.14	    1.78	    4.18	   716.7	     6092.5
  302.47	  469.59	    2.24	    5.27	   752.8	     6091.0
  481.12	  822.27	    1.73	    4.08	   716.9	     6087.2
  616.43	  933.09	    2.27	    5.33	   704.7	     6085.8
   59.01	  264.53	    1.99	    4.67	   714.9	     6078.8
  481.10	  822.40	    1.70	    3.99	   717.0	     6076.2
  297.54	  319.58	    1.69	    3.97	   737.4	     6069.3
  761.44	  368.44	    1.35	    3.18	   719.7	     6062.6
  964.72	  913.84	    1.87	    4.38	   691.4	     6034.5
  507.59	  426.15	    1.35	    3.17	   741.6	     6033.1
  341.08	  291.04	    1.55	    3.63	   727.1	     6030.2
  316.35	  841.05	     n/a	     n/a	   711.6	     5984.3
  302.44	  469.48	    2.28	    5.35	   752.7	     5973.5
  285.71	   12.63	    1.76	    4.14	   705.0	     5972.7
  947.11	  935.50	     n/a	     n/a	   692.2	     5972.2
  885.96	  740.90	    1.37	    3.22	   704.0	     5970.4
  189.47	  698.96	    2.00	    4.70	   711.0	     5961.6
   52.09	  797.17	    2.03	    4.77	   696.0	     5947.2
  613.72	  688.01	    1.33	    3.13	   727.4	     5944.8
   52.09	  797.17	    2.03	    4.78	   696.1	     5943.7
  733.96	  546.49	    1.46	    3.42	   722.8	     5920.6
  947.60	  935.89	     n/a	     n/a	   692.4	     5910.8
  990.94	   98.13	    1.52	    3.57	   689.7	     5894.0
  683.23	  375.25	     n/a	     n/a	   727.1	     5885.7
  669.20	  653.24	    1.44	    3.39	   721.6	     5880.5
  345.25	  546.83	     n/a	     n/a	   730.6	     5848.9
  227.05	  455.03	    1.86	    4.38	   733.7	     5823.1
  399.10	  984.39	    1.86	    4.38	   708.1	     5821.7
  349.35	  546.92	     n/a	     n/a	   736.5	     5814.4
  733.90	  546.57	    1.44	    3.39	   722.9	     5797.8
  759.54	  333.43	    1.39	    3.27	   724.8	     5774.1
  776.68	  695.00	    1.38	    3.24	   716.5	     5769.4
  656.31	  462.00	    1.38	    3.23	   731.4	     5738.3
  203.42	  468.58	     n/a	     n/a	   733.8	     5735.4
  506.57	  824.31	    2.43	    5.72	   718.2	     5712.3
  226.74	  455.04	    1.78	    4.19	   733.3	     5692.4
  304.81	  474.54	    2.70	    6.35	   751.7	     5690.9
  188.71	  539.55	    1.71	    4.01	   713.6	     5674.5
  424.56	  574.48	    1.62	    3.82	   730.3	     5674.5
  848.74	  416.14	    1.19	    2.79	   714.6	     5672.3
  690.96	  280.10	    1.27	    2.99	   717.1	     5669.2
  783.06	  597.05	    1.28	    3.01	   725.7	     5655.4
  219.09	  517.44	    1.80	    4.22	   728.8	     5654.3
  198.28	  715.14	    1.87	    4.40	   719.3	     5653.6
  452.73	  550.20	     n/a	     n/a	   737.8	     5650.5
  702.44	  348.46	    2.26	    5.32	   722.4	     5649.0
  506.67	  824.08	    2.45	    5.76	   718.0	     5648.3
   40.19	  612.42	    1.97	    4.62	   703.1	     5636.5
  303.63	  476.33	     n/a	     n/a	   750.1	     5631.2
  236.37	  656.98	     n/a	     n/a	   725.1	     5612.2
   91.27	  763.28	    1.91	    4.49	   709.6	     5583.6
  507.76	  765.82	     n/a	     n/a	   718.9	     5570.8
  319.73	  957.93	    1.86	    4.37	   704.5	     5562.4
  304.03	  475.24	     n/a	     n/a	   750.9	     5550.9
  559.98	   99.06	    1.62	    3.80	   718.8	     5548.6
  237.64	  658.01	    1.84	    4.31	   728.2	     5532.8
  260.47	  219.95	    1.64	    3.86	   731.7	     5525.1
  292.67	  529.60	     n/a	     n/a	   727.9	     5496.2
  273.89	 1009.99	    2.13	    5.01	   700.0	     5493.0
  971.66	  731.98	    1.49	    3.50	   707.6	     5481.9
  508.05	  764.65	    1.56	    3.67	   720.1	     5481.0
  909.50	  797.33	    1.67	    3.92	   706.3	     5461.8
  934.89	  915.41	     n/a	     n/a	   695.2	     5446.1
  641.66	  215.07	    1.58	    3.71	   719.3	     5441.1
  112.68	  584.59	     n/a	     n/a	   717.7	     5435.7
  471.82	  616.69	    1.57	    3.68	   732.3	     5429.7
  502.65	  828.60	     n/a	     n/a	   721.1	     5428.5
  220.72	  587.95	    1.90	    4.46	   725.8	     5424.2
  102.20	  402.96	     n/a	     n/a	   732.6	     5416.6
  960.61	  316.52	    1.39	    3.27	   700.8	     5413.5
  158.36	  782.87	    2.05	    4.83	   709.1	     5389.8
  111.79	  584.93	    1.75	    4.11	   717.4	     5386.9
  750.26	  542.05	    1.30	    3.05	   722.3	     5371.5
  304.94	  474.79	    3.14	    7.38	   751.6	     5364.1
   67.02	  813.20	     n/a	     n/a	   702.4	     5354.4
  589.55	  399.56	    1.55	    3.65	   733.1	     5341.4
  948.31	  935.98	    3.06	    7.19	   692.6	     5340.3
  609.07	  135.61	    1.52	    3.57	   712.6	     5336.7
  682.90	  241.94	    1.28	    3.00	   716.3	     5334.0
  183.98	  663.88	     n/a	     n/a	   715.8	     5321.7
  921.90	   20.49	    1.59	    3.75	   695.6	     5318.1
  137.50	  420.13	    1.70	    3.99	   728.1	     5304.2
 1010.00	  637.00	     n/a	     n/a	   692.9	     5303.3
  185.12	  764.53	    1.99	    4.68	   705.9	     5299.2
   48.56	  521.09	    1.94	    4.57	   705.7	     5239.2
  372.92	   69.46	    1.67	    3.91	   710.9	     5237.0
  350.29	  546.81	    1.92	    4.51	   737.6	     5232.1
  463.66	  778.99	    1.92	    4.51	   718.5	     5211.8
  233.87	  969.27	    2.37	    5.58	   709.9	     5211.0
  516.70	   57.11	    1.89	    4.44	   705.0	     5207.9
  695.99	  557.08	    1.30	    3.05	   726.7	     5199.3
  568.00	  230.34	    1.40	    3.30	   712.5	     5197.8
  572.54	  329.06	    1.51	    3.56	   726.4	     5196.5
  233.92	  969.22	    2.40	    5.64	   710.2	     5190.4
  350.22	  546.63	    1.88	    4.42	   737.9	     5189.8
  230.28	  391.96	    1.73	    4.07	   740.6	     5168.0
  350.68	  546.60	    1.90	    4.46	   738.0	     5152.7
  214.57	  790.44	    2.07	    4.87	   708.7	     5146.9
  713.27	  531.72	    1.34	    3.14	   723.7	     5145.7
  613.96	  222.66	     n/a	     n/a	   725.5	     5086.2
  704.80	  883.26	    0.76	    1.78	   712.4	     5070.5
   15.80	  702.90	     n/a	     n/a	   702.9	     5048.1
  488.92	  661.40	    1.50	    3.52	   733.2	     5042.6
  342.49	  864.00	    1.93	    4.53	   713.7	     5039.9
  704.70	  883.26	    0.75	    1.76	   712.6	     5038.0
  896.60	  109.48	    1.61	    3.79	   697.7	     5034.1
   26.05	  327.76	    1.92	    4.50	   712.7	     5006.7
  206.66	  465.01	    2.17	    5.11	   735.2	     5000.8
  839.46	  558.90	    1.71	    4.01	   712.0	     4998.6
  341.61	  442.47	    1.83	    4.31	   758.8	     4997.0
  158.68	  637.49	    1.95	    4.57	   714.1	     4985.2
  636.06	  294.99	    1.33	    3.12	   720.9	     4968.8
  589.72	  126.94	    1.67	    3.92	   714.7	     4962.0
  593.23	  428.37	     n/a	     n/a	   736.2	     4937.2
  317.39	  843.21	    2.22	    5.23	   713.6	     4935.6
  315.13	  838.44	     n/a	     n/a	   710.5	     4932.2
  770.66	  286.90	    1.24	    2.92	   723.6	     4930.7
  317.41	  843.10	    2.25	    5.28	   713.5	     4926.9
  202.82	  469.18	    2.62	    6.16	   734.7	     4924.3
  932.67	  914.47	    1.67	    3.92	   696.8	     4921.2
  191.79	  357.96	    1.71	    4.01	   723.8	     4918.3
  486.01	  115.76	    1.72	    4.05	   712.6	     4906.9
  731.59	  633.41	     n/a	     n/a	   724.5	     4903.6
  554.47	  130.14	     n/a	     n/a	   713.2	     4899.9
  932.40	  914.47	    1.67	    3.92	   697.0	     4893.0
  747.73	  639.93	    1.44	    3.39	   717.7	     4864.1
  127.15	  602.48	     n/a	     n/a	   716.7	     4835.9
  495.61	  348.46	    1.48	    3.47	   728.7	     4829.2
  113.66	  754.94	    2.07	    4.85	   709.0	     4815.5
  731.78	  633.23	     n/a	     n/a	   724.6	     4796.2
  866.40	  766.15	     n/a	     n/a	   705.9	     4794.9
  134.24	  904.37	    2.37	    5.56	   704.2	     4789.9
  894.95	  869.43	    1.57	    3.70	   702.0	     4778.8
  776.64	  125.03	    1.35	    3.17	   708.4	     4776.1
  804.92	  470.66	    1.46	    3.44	   717.8	     4775.0
   17.05	  701.69	    1.98	    4.64	   704.4	     4756.5
  161.09	  552.40	    1.89	    4.44	   723.5	     4753.9
  739.41	   86.51	     n/a	     n/a	   704.7	     4753.6
  829.55	  489.89	    1.27	    2.99	   713.5	     4753.0
   17.05	  701.69	    1.98	    4.64	   704.4	     4752.2
  178.09	  966.51	    2.14	    5.04	   702.2	     4745.5
